	AS MFQ AQ	AS MFQ LUM	AS MFQ PQP	AS MFQ PYR	AS PYR AQ	AS PYR LUM	AS PYR MFQ	AS PYR PQP	ATM LUM AQ	ATM LUM MFQ	ATM LUM PQP	ATM LUM PYR	DHA PQP AQ	DHA PQP LUM	DHA PQP MFQ	DHA PQP PYR
KH1-060_10_1	4146.463805	4195.34697	11471.5129	7152.8008	7888.08597	4708.4586	7995.97458	15089.0601	7149.05935	4498.11309	6222.2693	5097.4488	7657.7078	6532.2842	8953.65483	11869.5683
KH1-060_10_2	3408.157505	3043.33407	10476.5722	5600.673	6491.28837	3298.318882	6451.46693	14275.1601	5880.40935	3608.67869	5468.1652	4106.3166	6587.34018	4813.7451	7317.58063	10429.4599
KH1-060_11_1	4075.886905	4171.70907	12112.5792	7107.473	7853.80937	4710.484882	8062.81893	16308.4601	7118.72835	4472.63909	6443.774	5026.2752	7712.58218	6485.8041	8909.15263	12073.8389
KH2-033_1_1	1329.921	1558.381	1655.465	1773.468	2020.016	2373.686	2381.043	2586.343	1521.316	1793.228	1889.997	1864.66	963.2683	1290.362	1327.765	1230.771
KH2-033_1_2	1342.246	1456.082	1715.366	1610.649	2053.081	2318.256	2320.098	2475.103	1534.959	1735.566	1811.457	1763.462	964.1848	1281.912	1317.558	1218.397
KH2-033_1_3	1254.613	1174.438	1627.263	1487.983	1901.527	2190.205	2239.035	2342.808	1407.127	1603.907	1769.213	1685.513	957.2325	1190.572	1296.906	1180.703
KH2-033_1_4	1396.829	907.476	1526.585	1595.367	1944.182	1779.862	2211.021	2269.897	1537.527	1610.312	1736.836	1707.266	981.6297	1136.243	1263.772	1143.747
KH2-033_1_5	1526.79	530.8325	1253.786	1380.736	1655.099	855.9752	1886.259	1875.12	1508.038	1559.878	1594.125	1683.458	885.6563	1013.927	1246.05	1000.877
KH2-033_1_6	1346.23	261.1579	460.9637	1064.271	950.6253	238.6729	1368.702	916.6846	1229.541	1275.119	636.1663	1497.306	925.7739	410.1317	1041.527	729.2048
KH2-033_1_7	271.7857	167.3338	242.6218	396.191	133.713	68.25086	618.622	325.047	115.7416	762.8842	93.014	1232.274	553.8202	12.43703	755.9682	136.292
KH2-033_1_8	6.461171	132.2783	165.8386	101.8942	43.1898	30.07161	145.0476	25.91233	-7.93574	179.9909	-2.00755	-1.98485	22.551	-50.7345	185.9311	-25.452
KH2-033_1_9	-39.0496	60.91036	125.7026	-12.0375	27.15521	7.844712	57.87517	-83.25952	-52.0664	62.29976	-37.0548	-41.3883	-43.7669	-59.5317	5.094578	-48.4208
KH2-033_1_10	-35.62	55.47642	106.1965	2.255477	9.914636	36.08528	49.55099	-120.0472	-67.2988	63.23334	-27.1582	-38.5957	-48.1364	-48.0959	-2.75325	-45.2798
KH2-033_1_11	-49.3671	102.8858	116.3849	-5.56143	1.310172	68.25738	53.95689	-42.29551	-62.8689	48.8437	-27.3693	-36.154	-50.5089	-34.1237	-3.21668	-36.834
KH2-033_2__1	2672.167	3014.463	3370.831	3384.117	4073.097	4691.942	4701.141	5061.446	3056.275	3528.794	3701.454	3628.122	1927.4531	2572.274	2645.323	2449.168
KH2-033_2__2	2596.859	2630.52	3342.629	3098.632	3954.608	4508.461	4559.133	4817.911	2942.086	3339.473	3580.67	3448.975	1921.4173	2472.484	2614.464	2399.1
KH2-033_2__3	2651.442	2081.914	3153.848	3083.35	3845.709	3970.067	4450.056	4612.705	2944.654	3214.219	3506.049	3392.779	1938.8622	2326.815	2560.678	2324.45
KH2-033_2__4	2923.619	1438.3085	2780.371	2976.103	3599.281	2635.8372	4097.28	4145.017	3045.565	3170.19	3330.961	3390.724	1867.286	2150.17	2509.822	2144.624
KH2-033_2__5	2873.02	791.9904	1714.7497	2445.007	2605.7243	1094.6481	3254.961	2791.8046	2737.579	2834.997	2230.2913	3180.764	1811.4302	1424.0587	2287.577	1730.0818
KH2-033_2__6	1618.0157	428.4917	703.5855	1460.462	1084.3383	306.92376	1987.324	1241.7316	1345.2826	2038.0032	729.1803	2729.58	1479.5941	422.56873	1797.4952	865.4968
KH2-033_2__7	278.246871	299.6121	408.4604	498.0852	176.9028	98.32247	763.6696	350.95933	107.80586	942.8751	91.00645	1230.28915	576.3712	-38.29747	941.8993	110.84
KH2-033_2__8	-32.588429	193.18866	291.5412	89.8567	70.34501	37.916322	202.92277	-57.34719	-60.00214	242.29066	-39.06235	-43.37315	-21.2159	-110.2662	191.025678	-73.8728
KH2-033_2__9	-74.6696	116.38678	231.8991	-9.782023	37.069846	43.929992	107.42616	-203.30672	-119.3652	125.5331	-64.213	-79.984	-91.9033	-107.6276	2.341328	-93.7006
KH2-033_2__10	-84.9871	158.36222	222.5814	-3.305953	11.224808	104.34266	103.50788	-162.34271	-130.1677	112.07704	-54.5275	-74.7497	-98.6453	-82.2196	-5.96993	-82.1138
KH2-033_3_1	3926.78	4188.901	4998.094	4872.1	5974.624	6882.147	6940.176	7404.254	4463.402	5132.701	5470.667	5313.635	2884.6856	3762.846	3942.229	3629.871
KH2-033_3_2	3993.688	3537.996	4869.214	4693.999	5898.79	6288.323	6770.154	7087.808	4479.613	4949.785	5317.506	5156.241	2903.047	3608.727	3878.236	3542.847
KH2-033_3_3	4178.232	2612.7465	4407.634	4464.086	5500.808	4826.0422	6336.315	6487.825	4452.692	4774.097	5100.174	5076.237	2824.5185	3340.742	3806.728	3325.327
KH2-033_3_4	4269.849	1699.4664	3241.3347	4040.374	4549.9063	2874.5101	5465.982	5061.7016	4275.106	4445.309	3967.1273	4888.03	2793.0599	2560.3017	3551.349	2873.8288
KH2-033_3_5	3144.8057	959.3242	1957.3715	2841.198	2739.4373	1162.89896	3873.583	3116.8516	2853.3206	3597.8812	2323.3053	4413.038	2365.2504	1436.49573	3043.5452	1866.3738
KH2-033_3_6	1624.476871	560.77	869.4241	1562.3562	1127.5281	336.99537	2132.3716	1267.64393	1337.34686	2217.9941	727.17275	2727.59515	1502.1451	371.83423	1983.4263	840.0448
KH2-033_3_7	239.197271	360.52246	534.163	486.0477	204.05801	106.167182	821.54477	267.69981	55.73946	1005.17486	53.95165	1188.90085	532.6043	-97.82917	946.993878	62.4192
KH2-033_3_8	-68.208429	248.66508	397.7377	92.112177	80.259646	74.001602	252.47376	-177.39439	-127.30094	305.524	-66.22055	-81.96885	-69.3523	-158.3621	188.272428	-119.1526
KH2-033_3_9	-124.0367	219.27258	348.284	-15.343453	38.380018	112.187372	161.38305	-245.60223	-182.2341	174.3768	-91.5823	-116.138	-142.4122	-141.7513	-0.875352	-130.5346
KH2-033_4_1	5323.609	5096.377	6524.679	6467.467	7918.806	8662.009	9151.197	9674.151	6000.929	6743.013	7207.503	7020.901	3866.3153	4899.089	5206.001	4773.618
KH2-033_4_2	5520.478	4068.8285	6123	6074.735	7553.889	7144.2982	8656.413	8962.928	5987.651	6509.663	6911.631	6839.699	3788.7033	4622.654	5124.286	4543.724
KH2-033_4_3	5524.462	2873.9044	4868.5977	5528.357	6451.4333	5064.7151	7705.017	7404.5096	5682.233	6049.216	5736.3403	6573.543	3750.2924	3750.8737	4848.255	4054.5318
KH2-033_4_4	4541.6347	1866.8002	3483.9565	4436.565	4683.6193	2942.76096	6084.604	5386.7486	4390.8476	5208.1932	4060.1413	6120.304	3346.8801	2572.73873	4307.3172	3010.1208
KH2-033_4_5	3151.266871	1091.6025	2123.2101	2943.0922	2782.6271	1192.97057	4018.6306	3142.76393	2845.38486	3777.8721	2321.29775	4411.05315	2387.8014	1385.76123	3229.4763	1840.9218
KH2-033_4_6	1585.427271	621.68036	995.1267	1550.3187	1154.68331	344.840082	2190.24677	1184.38441	1285.28046	2280.29386	690.11795	2686.20685	1458.3782	312.30253	1988.520878	791.624
KH2-033_4_7	203.577271	415.99888	640.3595	488.303177	213.972646	142.252462	871.09576	147.65261	-11.55934	1068.4082	26.79345	1150.30515	484.4679	-145.92507	944.240628	17.1394
KH2-033_4_8	-117.575529	351.55088	514.1226	86.550747	81.569818	142.258982	306.43065	-219.6899	-190.16984	354.3677	-93.58985	-118.12285	-119.8612	-192.4858	185.055748	-155.9866
KH2-033_5_1	6850.399	5627.2095	7778.465	7848.203	9573.905	9517.9842	11037.456	11549.271	7508.967	8302.891	8801.628	8704.359	4751.9716	5913.016	6452.051	5774.495
KH2-033_5_2	6866.708	4329.9864	6583.9637	7139.006	8504.5143	7382.9711	10025.115	9879.6126	7217.192	7784.782	7547.7973	8337.005	4714.4772	5032.7857	6165.813	5272.9288
KH2-033_5_3	5796.2477	3041.2382	5111.2195	5924.548	6585.1463	5132.96596	8323.639	7729.5566	5797.9746	6812.1002	5829.3543	7805.817	4304.1126	3763.31073	5604.2232	4190.8238
KH2-033_5_4	4548.095871	1999.0785	3649.7951	4538.4592	4726.8091	2972.83257	6229.6516	5412.66093	4382.91186	5388.1841	4058.13375	6118.31915	3369.4311	2522.00423	4493.2483	2984.6688
KH2-033_5_5	3112.217271	1152.51286	2248.9127	2931.0547	2809.78231	1200.815282	4076.50577	3059.50441	2793.31846	3840.17186	2284.24295	4369.66485	2344.0345	1326.22953	3234.570878	1792.501
KH2-033_5_6	1549.807271	677.15678	1101.3232	1552.574177	1164.597946	380.925362	2239.79776	1064.33721	1217.98166	2343.5272	662.95975	2647.61115	1410.2418	264.20663	1985.767628	746.3442
KH2-033_5_7	154.210171	518.88468	756.7444	482.741747	215.282818	210.509842	925.05265	105.3571	-74.42824	1117.2519	-0.57585	1114.15115	433.959	-180.04877	941.023948	-19.6946
KH2-033_6_1	8196.629	5888.3674	8239.4287	8912.474	10524.5303	9756.6571	12406.158	12465.9556	8738.508	9578.01	9437.7943	10201.665	5677.7455	6323.1477	7493.578	6503.6998
KH2-033_6_2	7138.4937	4497.3202	6826.5855	7535.197	8638.2273	7451.22196	10643.737	10204.6596	7332.9336	8547.6662	7640.8113	9569.279	5268.2974	5045.22273	6921.7812	5409.2208
KH2-033_6_3	5802.708871	3173.5165	5277.0581	6026.4422	6628.3361	5163.03757	8468.6866	7755.46893	5790.03886	6992.0911	5827.34675	7803.83215	4326.6636	3712.57623	5790.1543	4165.3718
KH2-033_6_4	4509.046271	2059.98886	3775.4977	4526.4217	4753.96431	2980.677282	6287.52677	5329.40141	4330.84546	5450.48386	4021.07895	6076.93085	3325.6642	2462.47253	4498.342878	2936.248
KH2-033_6_5	3076.597271	1207.98928	2355.1092	2933.310177	2819.696946	1236.900562	4126.05676	2939.45721	2726.01966	3903.4052	2257.08475	4331.06915	2295.8981	1278.13363	3231.817628	1747.2212
KH2-033_6_6	1500.440171	780.04258	1217.7081	1547.012747	1165.908118	449.182742	2293.75465	1022.0417	1155.11276	2392.3709	635.59045	2611.45715	1359.7329	230.08293	1982.550948	709.5102
KH2-033_7_1	8468.4147	6055.7012	8482.0505	9308.665	10658.2433	9824.90796	13024.78	12791.0026	8854.2496	10340.8942	9530.8083	11433.939	6231.5657	6335.58473	8249.5462	6639.9918
KH2-033_7_2	7144.954871	4629.5985	6992.4241	7637.0912	8681.4171	7481.29357	10788.7846	10230.57193	7324.99786	8727.6571	7638.80375	9567.29415	5290.8484	4994.48823	7107.7123	5383.7688
KH2-033_7_3	5763.659271	3234.42686	5402.7607	6014.4047	6655.49131	5170.882282	8526.56177	7672.20941	5737.97246	7054.39086	5790.29195	7762.44385	4282.8967	3653.04453	5795.248878	4116.951
KH2-033_7_4	4473.426271	2115.46528	3881.6942	4528.677177	4763.878946	3016.762562	6337.07776	5209.35421	4263.54666	5513.7172	3993.92075	6038.33515	3277.5278	2414.37663	4495.589628	2890.9682
KH2-033_7_5	3027.230171	1310.87508	2471.4941	2927.748747	2821.007118	1305.157942	4180.01365	2897.1617	2663.15076	3952.2489	2229.71545	4294.91515	2245.3892	1244.00993	3228.600948	1710.3872
KH2-033_8_1	8474.875871	6187.9795	8647.8891	9410.5592	10701.4331	9854.97957	13169.8276	12816.91493	8846.31386	10520.8851	9528.80075	11431.95415	6254.1167	6284.85023	8435.4773	6614.5398
KH2-033_8_2	7105.905271	4690.50886	7118.1267	7625.0537	8708.57231	7489.138282	10846.65977	10147.31241	7272.93146	8789.95686	7601.74895	9525.90585	5247.0815	4934.95653	7112.806878	5335.348
KH2-033_8_3	5728.039271	3289.90328	5508.9572	6016.660177	6665.405946	5206.967562	8576.11276	7552.16221	5670.67366	7117.6242	5763.13375	7723.84815	4234.7603	3604.94863	5792.495628	4071.6712
KH2-033_8_4	4424.059171	2218.35108	3998.0791	4523.115747	4765.189118	3085.019942	6391.03465	5167.0587	4200.67776	5562.5609	3966.55145	6002.18115	3227.0189	2380.25293	4492.372948	2854.1342
KH2-033_9_1	8435.826271	6248.88986	8773.5917	9398.5217	10728.58831	9862.824282	13227.70277	12733.65541	8794.24746	10583.18486	9491.74595	11390.56585	6210.3498	6225.31853	8440.571878	6566.119
KH2-033_9_2	7070.285271	4745.98528	7224.3232	7627.309177	8718.486946	7525.223562	10896.21076	10027.26521	7205.63266	8853.1902	7574.59075	9487.31015	5198.9451	4886.86063	7110.053628	5290.0682
KH2-033_9_3	5678.672171	3392.78908	5625.3421	6011.098747	6666.716118	5275.224942	8630.06965	7509.8667	5607.80476	7166.4679	5735.76445	7687.69415	4184.2514	3570.82493	5789.278948	4034.8372
KH2-033_10_1	8400.206271	6304.36628	8879.7882	9400.777177	10738.50295	9898.909562	13277.25376	12613.60821	8726.94866	10646.4182	9464.58775	11351.97015	6162.2134	6177.22263	8437.818628	6520.8392
KH2-033_10_2	7020.918171	4848.87108	7340.7081	7621.747747	8719.797118	7593.480942	10950.16765	9984.9697	7142.76376	8902.0339	7547.22145	9451.15615	5148.4362	4852.73693	7106.836948	5253.2342
KH2-033_11_1	8350.839171	6407.25208	8996.1731	9395.215747	10739.81312	9967.166942	13331.21065	12571.3127	8664.07976	10695.2619	9437.21845	11315.81615	6111.7045	6143.09893	8434.601948	6484.0052
KH2-024_1_1	824.9472	1061.921	1521.775	1244.152	1774.156	1971.019	1700.136	2592.228	836.8038	669.2584	745.549	798.5092	1452.134	2035.811	2077.212	1911.636
KH2-024_1_2	805.0422	924.271	1546.972	1213.188	1855.13	1846.348	1724.283	2503.795	875.9577	660.9538	772.7051	756.023	1406.657	1920.798	2094.666	1915.794
KH2-024_1_3	763.6212	726.0784	1269.474	1038.252	1755.894	1397.615	1431.734	2443.432	792.6409	561.2749	673.9551	654.5714	1315.191	1624.584	1995.409	1865.394
KH2-024_1_4	836.3698	392.4757	1189.39	895.4543	1758.884	1076.681	1038.7	2652.399	725.8598	476.0273	730.2664	646.1435	1499.947	1160.697	1764.712	1863.268
KH2-024_1_5	840.1	60.24816	1303.08	786.7703	1632.851	882.6568	698.8322	2646.995	697.2028	351.6437	773.7996	662.7064	1391.172	610.8774	1491.827	1715.077
KH2-024_1_6	751.3861	-136.627	1140.342	592.9534	1192.361	759.4238	515.2568	2294.132	563.5195	234.775	631.7966	508.5965	1325.898	230.2705	950.8435	1627.858
KH2-024_1_7	323.4908	-169.558	792.116	301.6924	466.7369	639.0952	302.6301	1933.131	337.647	128.261	346.1919	318.7834	973.9886	70.75306	464.9778	1205.405
KH2-024_1_8	94.65773	-88.9982	703.1373	115.1532	220.5522	351.597	121.1192	1450.406	79.67221	26.01426	85.55816	13.23289	354.9449	-14.903	95.88012	656.5413
KH2-024_1_9	10.57586	-239.457	763.0344	-88.338	151.5903	367.59	15.06483	1509.358	-5.87879	-2.72715	90.74526	-11.9504	240.6552	-37.3467	41.203	615.8079
KH2-024_1_10	16.06917	-214.647	935.8801	-175.649	150.476	317.7341	14.92968	1684.097	-9.99249	20.91536	162.3424	-13.575	153.924	-21.9612	45.7663	492.0097
KH2-024_1_11	8.512046	-96.2965	716.0234	-201.205	88.26342	304.6463	29.98256	1494.02	22.71691	15.79329	119.0542	-26.6451	52.7161	-16.8477	51.30401	147.6935
KH2-024_2__1	1629.9894	1986.192	3068.747	2457.34	3629.286	3817.367	3424.419	5096.023	1712.7615	1330.2122	1518.2541	1554.5322	2858.791	3956.609	4171.878	3827.43
KH2-024_2__2	1568.6634	1650.3494	2816.446	2251.44	3611.024	3243.963	3156.017	4947.227	1668.5986	1222.2287	1446.6602	1410.5944	2721.848	3545.382	4090.075	3781.188
KH2-024_2__3	1599.991	1118.5541	2458.864	1933.7063	3514.778	2474.296	2470.434	5095.831	1518.5007	1037.3022	1404.2215	1300.7149	2815.138	2785.281	3760.121	3728.662
KH2-024_2__4	1676.4698	452.72386	2492.47	1682.2246	3391.735	1959.3378	1737.5322	5299.394	1423.0626	827.671	1504.066	1308.8499	2891.119	1771.5744	3256.539	3578.345
KH2-024_2__5	1591.4861	-76.37884	2443.422	1379.7237	2825.212	1642.0806	1214.089	4941.127	1260.7223	586.4187	1405.5962	1171.3029	2717.07	841.1479	2442.6705	3342.935
KH2-024_2__6	1074.8769	-306.185	1932.458	894.6458	1659.0979	1398.519	817.8869	4227.263	901.1665	363.036	977.9885	827.3799	2299.8866	301.02356	1415.8213	2833.263
KH2-024_2__7	418.14853	-258.5562	1495.2533	416.8456	687.2891	990.6922	423.7493	3383.537	417.31921	154.27526	431.75006	332.01629	1328.9335	55.85006	560.85792	1861.9463
KH2-024_2__8	105.23359	-328.4552	1466.1717	26.8152	372.1425	719.187	136.18403	2959.764	73.79342	23.28711	176.30342	1.28249	595.6001	-52.2497	137.08312	1272.3492
KH2-024_2__9	26.64503	-454.104	1698.9145	-263.987	302.0663	685.3241	29.99451	3193.455	-15.87128	18.18821	253.08766	-25.5254	394.5792	-59.3079	86.9693	1107.8176
KH2-024_2__10	24.581216	-310.9435	1651.9035	-376.854	238.73942	622.3804	44.91224	3178.117	12.72442	36.70865	281.3966	-40.2201	206.6401	-38.8089	97.07031	639.7032
KH2-024_3_1	2393.6106	2712.2704	4338.221	3495.592	5385.18	5214.982	4856.153	7539.455	2505.4024	1891.4871	2192.2092	2209.1036	4173.982	5581.193	6167.287	5692.824
KH2-024_3_2	2405.0332	2042.8251	4005.836	3146.8943	5369.908	4320.644	4194.717	7599.626	2394.4584	1698.256	2176.9266	2056.7379	4221.795	4706.079	5854.787	5644.456
KH2-024_3_3	2440.091	1178.80226	3761.944	2720.4766	5147.629	3356.9528	3169.2662	7742.826	2215.7035	1388.9459	2178.0211	1963.4213	4206.31	3396.1584	5251.948	5443.739
KH2-024_3_4	2427.8559	316.09686	3632.812	2275.178	4584.096	2718.7616	2252.789	7593.526	1986.5821	1062.446	2135.8626	1817.4464	4217.017	2001.8449	4207.3825	5206.203
KH2-024_3_5	1914.9769	-245.93684	3235.538	1681.4161	3291.9489	2281.1758	1516.7191	6874.258	1598.3693	714.6797	1751.7881	1490.0863	3691.0586	911.90096	2907.6483	4548.34
KH2-024_3_6	1169.53463	-395.1832	2635.5953	1009.799	1879.6501	1750.116	939.0061	5677.669	980.83871	389.05026	1063.54666	840.61279	2654.8315	286.12056	1511.70142	3489.8043
KH2-024_3_7	428.72439	-498.0132	2258.2877	328.5076	838.8794	1358.2822	438.81413	4892.895	411.44042	151.54811	522.49532	320.06589	1569.5887	18.50336	602.06092	2477.7542
KH2-024_3_8	121.30276	-543.1022	2402.0518	-148.8338	522.6185	1036.9211	151.11371	4643.861	63.80093	44.20247	338.64582	-12.29251	749.5241	-74.2109	182.84942	1764.3589
KH2-024_3_9	35.157076	-550.4005	2414.9379	-465.192	390.32972	989.9704	59.97707	4687.475	6.84563	33.9815	372.14186	-52.1705	447.2953	-76.1556	138.27331	1255.5111
KH2-024_4_1	3229.9804	3104.7461	5527.611	4391.0463	7144.064	6291.663	5894.853	10191.854	3231.2622	2367.5144	2922.4756	2855.2471	5673.929	6741.89	7931.999	7556.092
KH2-024_4_2	3245.1332	2103.07326	5308.916	3933.6646	7002.759	5203.3008	4893.5492	10246.621	3091.6612	2049.8997	2950.7262	2719.4443	5612.967	5316.9564	7346.614	7359.533
KH2-024_4_3	3191.4771	1042.17526	4902.286	3313.43	6339.99	4116.3766	3684.523	10036.958	2779.223	1623.7209	2809.8177	2472.0178	5532.208	3626.4289	6202.7915	7071.597
KH2-024_4_4	2751.3467	146.53886	4424.928	2576.8704	5050.8329	3357.8568	2555.4191	9526.657	2324.2291	1190.707	2482.0545	2136.2298	5191.0056	2072.59796	4672.3603	6411.608
KH2-024_4_5	2009.63463	-334.93504	3938.6753	1796.5693	3512.5011	2632.7728	1637.8383	8324.664	1678.04151	740.69396	1837.34626	1503.31919	4046.0035	896.99796	3003.52842	5204.8813
KH2-024_4_6	1180.11049	-634.6402	3398.6297	921.461	2031.2404	2117.706	954.07093	7187.027	974.95992	386.32311	1154.29192	828.66239	2895.4867	248.77386	1552.90442	4105.6122
KH2-024_4_7	444.79356	-712.6602	3194.1678	152.8586	989.3554	1676.0163	453.74381	6576.992	401.44793	172.46347	684.83772	306.49089	1723.5127	-3.45784	647.82722	2969.7639
KH2-024_4_8	129.814806	-639.3987	3118.0752	-350.0388	610.88192	1341.5674	181.09627	6137.881	86.51784	59.99576	457.70002	-38.93761	802.2402	-91.0586	234.15343	1912.0524
KH2-024_5_1	4070.0804	3164.99426	6830.691	5177.8166	8776.915	7174.3198	6593.6852	12838.849	3928.465	2719.1581	3696.2752	3517.9535	7065.101	7352.7674	9423.826	9271.169
KH2-024_5_2	3996.5193	1966.44626	6449.258	4526.618	8195.12	5962.7246	5408.806	12540.753	3655.1807	2284.6747	3582.5228	3228.0408	6938.865	5547.2269	8297.4575	8987.391
KH2-024_5_3	3514.9679	872.61726	5694.402	3615.1224	6806.7269	4755.4718	3987.1531	11970.089	3116.87	1751.9819	3156.0096	2790.8012	6506.1966	3697.18196	6667.7693	8277.002
KH2-024_5_4	2846.00443	57.54066	5128.0653	2692.0236	5271.3851	3709.4538	2676.5383	10977.063	2403.90131	1216.72126	2567.61266	2149.46269	5545.9505	2057.69496	4768.24042	7068.1493
KH2-024_5_5	2020.21049	-574.39204	4701.7097	1708.2313	3664.0914	3000.3628	1652.90313	9834.022	1672.16272	737.96681	1928.09152	1491.36879	4286.6587	859.65126	3044.73142	5820.6892
KH2-024_5_6	1196.17966	-849.2872	4334.5098	745.812	2181.7164	2435.4401	969.00061	8871.124	964.96743	407.23847	1316.63432	815.08739	3049.4107	226.81266	1598.67072	4597.6219
KH2-024_5_7	453.305606	-808.9567	3910.1912	-48.3464	1077.61882	1980.6626	483.72637	8071.012	424.16484	188.25676	803.89192	279.84579	1776.2288	-20.30554	699.13123	3117.4574
KH2-024_6_1	4821.4665	3028.36726	7971.033	5770.77	9969.276	7933.7436	7108.942	15132.981	4491.9845	2953.9331	4328.0718	4026.55	8390.999	7583.0379	10374.6695	10899.027
KH2-024_6_2	4320.0101	1796.88826	7241.374	4828.3104	8661.8569	6601.8198	5711.4361	14473.884	3992.8277	2412.9357	3928.7147	3546.8242	7912.8536	5617.97996	8762.4353	10192.796
KH2-024_6_3	3609.62563	783.61906	6397.5393	3730.2756	7027.2791	5107.0688	4108.2723	13420.495	3196.54221	1777.99616	3241.56776	2804.03409	6861.1415	3682.27896	6763.64942	8933.5433
KH2-024_6_4	2856.58029	-181.91634	5891.0997	2603.6856	5422.9754	4077.0438	2691.60313	12486.421	2398.02252	1213.99411	2658.35792	2137.51229	5786.6057	2020.34826	4809.44342	7683.9572
KH2-024_6_5	2036.27966	-789.03904	5637.5898	1532.5823	3814.5674	3318.0969	1667.83281	11518.119	1662.17023	758.88217	2090.43392	1477.79379	4440.5827	837.69006	3090.49772	6312.6989
KH2-024_6_6	1204.691706	-945.5837	5050.5332	544.607	2269.97982	2740.0864	998.98317	10365.144	987.68434	423.03176	1435.68852	788.44229	3102.1268	209.96496	1649.97473	4745.3154
KH2-024_7_1	5144.9573	2858.80926	8763.149	6072.4624	10436.0129	8572.8388	7411.5721	17066.112	4829.6315	3082.1941	4674.2637	4345.3334	9364.9876	7653.79096	10839.6473	12104.432
KH2-024_7_2	4414.66783	1707.89006	7944.5113	4943.4636	8882.4091	6953.4168	5832.5553	15924.29	4072.49991	2438.94996	4014.27286	3560.05709	8267.7985	5603.07696	8858.31542	10849.3373
KH2-024_7_3	3620.20149	544.16206	7160.5737	3641.9376	7178.8694	5474.6588	4123.33713	14929.853	3190.66342	1775.26901	3332.31302	2792.08369	7101.7967	3644.93226	6804.85242	9549.3512
KH2-024_7_4	2872.64946	-396.56334	6826.9798	2428.0366	5573.4514	4394.7779	2706.53281	14170.518	2388.03003	1234.90947	2820.70032	2123.93729	5940.5297	1998.38706	4855.20972	8175.9669
KH2-024_7_5	2044.791706	-885.33554	6353.6132	1331.3773	3902.83082	3622.7432	1697.81537	13012.139	1684.88714	774.67546	2209.48812	1451.14869	4493.2988	820.84236	3141.80173	6460.3924
KH2-024_8_1	5239.61503	2769.81106	9466.2863	6187.6156	10656.5651	8924.4358	7532.6913	18516.518	4909.30371	3108.20836	4759.82186	4358.56629	9719.9325	7638.88796	10935.52742	12760.9733
KH2-024_8_2	4425.24369	1468.43306	8707.5457	4855.1256	9033.9994	7321.0068	5847.62013	17433.648	4066.62112	2436.22281	4105.01812	3548.10669	8508.4537	5565.73026	8899.51842	11465.1452
KH2-024_8_3	3636.27066	329.51506	8096.4538	3466.2886	7329.3454	5792.3929	4138.26681	16613.95	3180.67093	1796.18437	3494.65542	2778.50869	7255.7207	3622.97106	6850.61872	10041.3609
KH2-024_8_4	2881.161506	-492.85984	7543.0032	2226.8316	5661.71482	4699.4242	2736.51537	15664.538	2410.74694	1250.70276	2939.75452	2097.29219	5993.2458	1981.53936	4906.51373	8323.6604
KH2-024_9_1	5250.19089	2530.35406	10229.3207	6099.2776	10808.1554	9292.0258	7547.75613	20025.876	4903.42492	3105.48121	4850.56712	4346.61589	9960.5877	7601.54126	10976.73042	13376.7812
KH2-024_9_2	4441.31286	1253.78606	9643.4258	4679.4766	9184.4754	7638.7409	5862.54981	19117.745	4056.62863	2457.13817	4267.36052	3534.53169	8662.3777	5543.76906	8945.28472	11957.1549
KH2-024_9_3	3644.782706	233.21856	8812.4772	3265.0836	7417.60882	6097.0392	4168.24937	18107.97	3203.38784	1811.97766	3613.70962	2751.86359	7308.4368	3606.12336	6901.92273	10189.0544
KH2-024_10_1	5266.26006	2315.70706	11165.2008	5923.6286	10958.6314	9609.7599	7562.68581	21709.973	4893.43243	3126.39657	5012.90952	4333.04089	10114.5117	7579.58006	11022.49672	13868.7909
KH2-024_10_2	4449.824906	1157.48956	10359.4492	4478.2716	9272.73882	7943.3872	5892.53237	20611.765	4079.34554	2472.93146	4386.41472	3507.88659	8715.0938	5526.92136	8996.58873	12104.8484
KH2-024_11_1	5274.772106	2219.41056	11881.2242	5722.4236	11046.89482	9914.4062	7592.66837	23203.993	4916.14934	3142.18986	5131.96372	4306.39579	10167.2278	7562.73236	11073.80073	14016.4844
967_1_1	1652.329	1783.91	2214.959	1990.367	2666.388	2016.702	2128.477	2223.442	1535.287	1797.63	1993.13	1885.224	1129.888	1245.149	1169.288	1208.959
967_1_2	1650.82	1700.943	2047.941	1869.972	2591.976	1940.596	2098.389	2044.589	1504.013	1777.724	1944.759	1857.351	1091.461	1242.432	1190.374	1203.07
967_1_3	1685.246	1508.512	1942.465	1725.938	2444.125	1662.842	1944.747	2012.51	1354.176	1676.09	1897.123	1775.256	1079.913	1093.218	1145.077	1146.643
967_1_4	1727.993	1178.36	1774.577	1708.764	2488.25	1352.953	1891.675	1855.363	1487.877	1678.578	1891.13	1878.886	1079.321	1049.072	1128.717	1116.669
967_1_5	1778.094	852.6798	1863.148	1571.691	2349.466	859.6616	1608.853	1548.812	1453.185	1572.788	1694.515	1808.441	1095.873	780.8663	1086.593	1108.934
967_1_6	1596.486	551.848	1084.252	1313.939	1706.278	352.8545	1246.924	726.5016	1012.093	1309.884	658.6555	1687.976	1013.993	356.5511	827.8726	938.6425
